Description,Item category,Received Date,Department Name,College Name
Dell Inspiron 1545 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell Optiplex 755 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell Precision Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell Latiutude 7490 Laptop,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
HP COMPUTER DESKTOP,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 990 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 990 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 990 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell Optiplex 780 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell Dimension 4600 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
DELL OPTIPLEX 9010 PC,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 7040 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex 9020 Computer,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Lenovo ThinkPad Laptop,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Apple MacBook Laptop,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Apple MacBook Laptop,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
Apple MacBook Laptop,computing,2024/3/18,Surgery,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
LENOVO LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
Monitor,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
LENOVO LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
DELL LCD MONITOR,electronics-av,2024/3/19,Medicine,Coll Medicine at Chicago - CS
THOMAS Engine Pump Motor,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
THOMAS Engine Pump Motor,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
THOMAS Engine Pump Motor,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Real Sovereign Air Conditioner,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
2 - HVAC Motors,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Display cabinet,furniture-storage,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Rolling file cabinet,furniture-storage,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
24 - Monitor stands,electronics-av,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
PEAK Scientific Gas Generator - API Systems,other,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex 9020 Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell OptiPlex Computer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Lenovo ThinkPad Laptop,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
HP Omni book laptop,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Lenovo ThinkPad Laptop,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
IBM ThinkPad Laptop,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Dell Laser Printer,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
HP LASERJET PRINTER,computing,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
DELL LCD MONITOR,electronics-av,2024/3/19,Pharmacy Practice,Retzky College of Pharmacy
Copier Mita DC 6590 large floor model,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
Plotter,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
Plotter,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ClientPro 365 Computer,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ClientPro 365 Computer,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
ViewSonic LCD Monitor,electronics-av,2024/3/20,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex 990 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell OptiPlex 980 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 7440 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 7440 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell OptiPlex 7040 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 7440 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 7010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 7010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 7010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell OptiPlex 980 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell OptiPlex 990 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 9010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 9030 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Precision Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell OptiPlex 990 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL OPTIPLEX 7010 PC,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 7470 Computer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Optiplex 7460 Cumputer,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Microsoft Surface Tablet,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude 7490 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude E7470 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude E7490 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude 7480 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude E7470 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Dell Latitude E7450 Laptop,computing,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
DELL LCD MONITOR,electronics-av,2024/3/20,Biomed & Health Info Sciences,Applied Health Sciences
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Lenovo Computer Desktop,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
HP LASERJET PRINTER,computing,2024/3/20,UIC Library & Information Services,UIC School of Law
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Dimension 9200 PC,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell OptiPlex 7040 Computer,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 5490 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6410 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 7285 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 7285 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 7480 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude 5501 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude D630 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E7450 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6520 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Dell Latitude E6530 Laptop,computing,2024/3/20,Administration,Coll of Med Office of the Dean
Panasonic LCD Projector,electronics-av,2024/3/20,UIC Library & Information Services,UIC School of Law
Epson LCD Projector,electronics-av,2024/3/20,UIC Library & Information Services,UIC School of Law
Dell Optiplex GX 780 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
Dell Optiplex GX 780 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
Dell Optiplex GX 780 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
Dell Optiplex GX 780 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
Dell Optiplex GX 980 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
Dell Optiplex GX 780 PC,computing,2024/3/21,Medicine,Coll Medicine at Chicago - CS
OMNITECH COMPUTER,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Dimension 9200 PC,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex 760 Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex 760 Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
DELL OPTIPLEX 7010 PC,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Dimension 9200 PC,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple Computer Desktop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP Pavillion Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex 76,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iMac Computer,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple iPad  A1395,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
PowerBook G4 laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP PAVILION LAPTOP,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Latitude D630 Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Hitachi Notebook,other,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple MacBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple PowerBook Laptop,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE LCD MONITOR,electronics-av,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
APPLE LCD MONITOR,electronics-av,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
French Press Thermo IEC,other,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Misc fan boom box table light,furniture-tables,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Zeiss Axioplan 2,other,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Zeiss Atto Arc HBO 100W,other,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Panasonic Micro Fax Machine,computing,2024/3/21,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
SHARP AQUOS LCD TV,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SHARP AQUOS LCD TV,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
Apple iPad A1312,computing,2024/3/22,Computer Science,Engineering
Google Chrome laptop,computing,2024/3/22,Computer Science,Engineering
Sony Video CRT Monitor,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
SONY CRT MONITOR,electronics-av,2024/3/22,Surgery,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/25,Medicine,Coll Medicine at Chicago - CS
Lenovo ThinkPad Laptop,computing,2024/3/25,Administration Services,"Healthcare Systems, UIC - MC"
HP LASERJET PRINTER,computing,2024/3/26,Medicine,Coll Medicine at Chicago - CS
UN 1977 Nitrogen Refrigerator Liquid NF,major-appliances,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Black lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Black stool,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue desk chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue desk chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue desk chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Blue lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Brown book case,other,2024/3/26,Medicine,Coll Medicine at Chicago - CS
brown wooden stool,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
MACSexpress Seperator,lab-equipment,2024/3/26,Medicine,Coll Medicine at Chicago - CS
gray stool,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Green desk chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
puple lab chair,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Purple stool,furniture-seating,2024/3/26,Medicine,Coll Medicine at Chicago - CS
BROTHER LASER PRINTER,computing,2024/3/26,Medicine,Coll Medicine at Chicago - CS
Lenovo ThinkPad Laptop,computing,2024/3/26,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/26,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad Laptop,computing,2024/3/26,Administration Services,"Healthcare Systems, UIC - MC"
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
BROTHER LASER PRINTER,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
HP LASERJET PRINTER,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
HP LASERJET PRINTER,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
HP LASERJET PRINTER,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
HP LASERJET PRINTER,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
HP LASERJET PRINTER,computing,2024/3/27,School of Architecture,"Architecture,Design,& the Arts"
desk pieces and 2 desk chairs,furniture-seating,2024/3/27,Physical Therapy,Applied Health Sciences
Dell Optiplex 9030 Computer,computing,2024/3/27,Physical Therapy,Applied Health Sciences
Dell OptiPlex Computer,computing,2024/3/27,Physical Therapy,Applied Health Sciences
Dell OptiPlex Computer,computing,2024/3/27,Physical Therapy,Applied Health Sciences
Dell OptiPlex Computer,computing,2024/3/27,Physical Therapy,Applied Health Sciences
HP LASERJET PRINTER,computing,2024/3/27,Physical Therapy,Applied Health Sciences
Dell OptiPlex Computer,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Lenovo Computer Desktop,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell Latitude Laptop,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
Dell Latitude Laptop,computing,2024/3/27,Medicine,Coll Medicine at Chicago - CS
