Description,Item category,Received Date,Department Name,College Name
DELL LCD MONITOR,electronics-av,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
DELL LCD MONITOR,electronics-av,2022/11/28,Dean of Student Affairs  ,Dean of Student Affairs  
HP EliteBook 840 Laptop,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP Z440 WOKSTATION PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP Photosmart Printer,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
INTERMEC LABEL PRINTER,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lexmark Laser Printer,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
NEC LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
NEC LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
NEC LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
National LCD Monitor,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
BARCO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
BARCO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
NEC LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
NEC LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Samsung LCD Monitor,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
BARCO LCD MONITOR,electronics-av,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Samsung LCD Monitor,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LG LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
DELL LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
DELL LCD MONITOR,electronics-av,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Dell Precision T1700 PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP COMPUTER DESKTOP,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP Z440 WOKSTATION PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkCentre PC,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
LENOVO THINKPAD LAPTOP,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T480s,computing,2022/11/29,Administration Services,"Healthcare Systems, UIC - MC"
HP Z440 WOKSTATION PC,computing,2022/11/29,Ancillary Services,"Healthcare Systems, UIC - MC"
HP PROBOOK LAPTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
APPLE MACBOOK AIR,computing,2022/11/30,Ofc of Instr Resource Develop,Education
APPLE MACBOOK AIR,computing,2022/11/30,Ofc of Instr Resource Develop,Education
Apple MacBook Pro Laptop,computing,2022/11/30,Ofc of Instr Resource Develop,Education
APPLE MACBOOK AIR,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
NEC LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
NEC LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
HP LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
HP LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
LG LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
LG LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
DELL LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
DELL LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
HP LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
VIEWSONIC LCD MONITOR,electronics-av,2022/11/30,VC for Health Affairs,VC for Health Affairs
Extron Control Switcher,other,2022/11/30,Urban Planning &Public Affairs,Urban Planning &Public Affairs
Lenovo ThinkCentre PC,computing,2022/11/30,Ofc of Instr Resource Develop,Education
Lenovo ThinkCentre PC,computing,2022/11/30,Ofc of Instr Resource Develop,Education
Apple iMac Computer,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP COMPUTER DESKTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
LENOVO THINKPAD LAPTOP,computing,2022/11/30,Ofc of Instr Resource Develop,Education
Apple MacBook Laptop,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/11/30,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/11/30,Ofc of Instr Resource Develop,Education
APPLE LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
HP LCD MONITOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
Texas Instruments DLP Projector,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
NEC DLP PROJECTOR,electronics-av,2022/11/30,Ofc of Instr Resource Develop,Education
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
HP Elitebook 8440P Laptop,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T480s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T480s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T480s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T480s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
HP Z440 WOKSTATION PC,computing,2022/11/30,Ancillary Services,"Healthcare Systems, UIC - MC"
Epson 3170 Scanner,electronics-av,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Dell Latitude Laptop,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Lenovo ThinkPad T470s,computing,2022/11/30,Administration Services,"Healthcare Systems, UIC - MC"
Apple iMac Computer,computing,2022/11/30,Curriculum and Instruction,Education
Apple MacBook Laptop,computing,2022/11/30,Curriculum and Instruction,Education
HP EliteBook 850 Laptop,computing,2022/11/30,Education Admin,Education
HP Compaq Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Compaq Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Apple iMac Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Apple iMac Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Apple iMac Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Compaq Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Compaq Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Compaq Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Apple iMac Computer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP PROBOOK LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Apple MacBook Pro Laptop,computing,2022/12/1,Ofc of Instr Resource Develop,Education
LENOVO THINKPAD LAPTOP,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Velocity Micro Laptop,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Lenovo Thinkpad T420S,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Lenovo Thinkpad T420S,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Color LaserJet Printer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP Color LaserJet Printer,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LASERJET PRINTER,computing,2022/12/1,Ofc of Instr Resource Develop,Education
Gateway LCD Monitor,computing,2022/12/1,Ofc of Instr Resource Develop,Education
HP LCD MONITOR,electronics-av,2022/12/1,Ofc of Instr Resource Develop,Education
DELL LCD MONITOR,electronics-av,2022/12/1,Ofc of Instr Resource Develop,Education
VIEWSONIC LCD MONITOR,electronics-av,2022/12/1,Ofc of Instr Resource Develop,Education
INFOCUS PROJECTOR,electronics-av,2022/12/1,Ofc of Instr Resource Develop,Education
Epson LCD Projector,electronics-av,2022/12/1,Ofc of Instr Resource Develop,Education
Dell OptiPlex 990 PC,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell OptiPlex 7010 Computer,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP Compaq Computer,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
HP PAVILION COMPUTER,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Apple PowerBook G4,other,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Dell Inspiron 1100 Laptop,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
Sony Vaio laptop,computing,2022/12/1,Biochem & Molecular Genetics,Coll Medicine at Chicago - BS
