Description,Item Category,Date of Retrieval,Department Name,College Name
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74451,computing,2023/2/16,Beckman Institute,OVCRI Institutes
MONITOR,electronics-av,2023/2/16,Beckman Institute,OVCRI Institutes
Surface Pro,computing,2023/2/16,Beckman Institute,OVCRI Institutes
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74464,computing,2023/2/16,Beckman Institute,OVCRI Institutes
Lenovo ThinkPad X1 Carbon Laptop,computing,2023/2/16,Beckman Institute,OVCRI Institutes
Dell Latitude 5580,computing,2023/2/16,Beckman Institute,OVCRI Institutes
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74475,computing,2023/2/16,Beckman Institute,OVCRI Institutes
ASUS VW226,computing,2023/2/16,Centers &Strategic Initiatives,Centers &Strategic Initiatives
Dell Latitude 5580,computing,2023/2/16,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/2/16,Comparative Biosciences,Veterinary Medicine
Table 30x18,furniture-tables,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E6540,computing,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
LENOVO,computing,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
LENOVO,computing,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Apple iPad A2197,computing,2023/2/16,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/21,SmartHealthyCommunity(Rokwire),VC Student Affairs
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
LENOVO,computing,2023/2/21,Siebel Center for Design,Grainger Engineering
MONITOR,electronics-av,2023/2/21,Fine & Applied Arts Admin,Fine & Applied Arts
Rolling Chair,furniture-seating,2023/2/21,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/21,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/21,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/21,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74439,computing,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor P2417H,electronics-av,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E5470,computing,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74438,computing,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
Apple iMac,computing,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor P2417H,electronics-av,2023/2/21,Mechanical Sci & Engineering,Grainger Engineering
Table 60x30,furniture-tables,2023/2/21,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Display Cabinet 72x36x18,electronics-av,2023/2/21,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Storage Cabinet,furniture-storage,2023/2/21,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
6 Drawer Lateral Cabinet,furniture-storage,2023/2/22,Physics,Grainger Engineering
Bookcase 7'x3'x18,furniture-storage,2023/2/22,Physics,Grainger Engineering
Table 48x30,furniture-tables,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Chair,furniture-seating,2023/2/22,Physics,Grainger Engineering
Table 60x30,furniture-tables,2023/2/22,Physics,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/22,Entomology,Liberal Arts & Sciences
Sony DVP-SR500,electronics-av,2023/2/22,Media and Cinema Studies,College of Media
LG-DN898 DVD,electronics-av,2023/2/22,Media and Cinema Studies,College of Media
dvdvcr,electronics-av,2023/2/22,Media and Cinema Studies,College of Media
MacBook Air A1466,computing,2023/2/22,Media and Cinema Studies,College of Media
Apple Macbook,computing,2023/2/22,Media and Cinema Studies,College of Media
Infocus Projector,electronics-av,2023/2/22,Media and Cinema Studies,College of Media
Rolling Chair,furniture-seating,2023/2/22,"Inst for Sustain, Enrgy, & Env",OVCRI Institutes
Dell Monitor,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell Monitor P2412Hb,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell U2412Mb Monitor,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell U2412Mb Monitor,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell U2412Mb Monitor,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2023/2/22,Animal Sciences,"Agr, Consumer & Env Sciences"
Bookcase,furniture-storage,2023/2/22,Inclusion & Intercultural Rels,VC Student Affairs
Dell Monitor P2417H,electronics-av,2023/2/23,IPM Administration,College of Media
Dell Monitor P2417H,electronics-av,2023/2/23,IPM Administration,College of Media
Rolling Workstation,computing,2023/2/23,Special Education,Education
Rolling Chair,furniture-seating,2023/2/23,Materials Science & Engineerng,Grainger Engineering
Bookcase 78x36,furniture-storage,2023/2/24,University Laboratory HS,Provost & Executive VC
4 Drawer Lateral Cabinet,furniture-storage,2023/2/24,Theatre,Fine & Applied Arts
Rolling Chair,furniture-seating,2023/2/27,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/27,Micro and Nanotechnology Lab,Grainger Engineering
Table 4'x2',furniture-tables,2023/2/27,Military Science,Armed Forces
Table 6'x3',furniture-tables,2023/2/27,Military Science,Armed Forces
Table 72x30,furniture-tables,2023/2/27,Military Science,Armed Forces
2 drawer file cabinet,furniture-storage,2023/2/28,IL Natural History Survey,OVCRI Institutes
File Cabinet Rolling,furniture-storage,2023/2/28,Philosophy,Liberal Arts & Sciences
Dell Monitor P2417H,electronics-av,2023/2/28,Risk Management,Risk Management
Dell Monitor P2417H,electronics-av,2023/2/28,Risk Management,Risk Management
Chair,furniture-seating,2023/3/2,IL Natural History Survey,OVCRI Institutes
Chair,furniture-seating,2023/3/2,IL Natural History Survey,OVCRI Institutes
Microsoft Surfacebook Laptop,computing,2023/3/2,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/2,Information Sciences,School of Information Sciences
Dell OptiPlex 7440 AIO,computing,2023/3/6,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Dell OptiPlex 7450 AIO,computing,2023/3/6,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/3/6,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Dell OptiPlex 7460,computing,2023/3/7,IPM Administration,College of Media
DELL OPTIPLEX 7460,computing,2023/3/7,IPM Administration,College of Media
Dell OptiPlex 7460,computing,2023/3/7,IPM Administration,College of Media
Dell Optiplex 7460,computing,2023/3/7,IPM Administration,College of Media
Dell Optiplex 7460,computing,2023/3/7,IPM Administration,College of Media
Dell E1910f monitor,electronics-av,2023/3/7,Astronomy,Liberal Arts & Sciences
Dell Latitude E6440,computing,2023/3/7,Molecular & Integrative Physl,Liberal Arts & Sciences
Dell monitor,electronics-av,2023/3/7,Aerospace Engineering,Grainger Engineering
Stacking Chair,furniture-seating,2023/3/7,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2023/3/7,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2023/3/7,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2023/3/7,Division of Public Safety,VC Admin and Operations
Stacking Chair,furniture-seating,2023/3/7,Division of Public Safety,VC Admin and Operations
Asus Monitor,electronics-av,2023/3/7,Crop Sciences,"Agr, Consumer & Env Sciences"
File Cabinet Rolling,furniture-storage,2023/3/7,IL Sustainable Technology Ctr,OVCRI Institutes
File Cabinet Rolling,furniture-storage,2023/3/7,IL Sustainable Technology Ctr,OVCRI Institutes
Desks 30 x 66,furniture-tables,2023/3/7,Information Sciences,School of Information Sciences
Dell P2417Hc Monitor,electronics-av,2023/3/7,Office of University Audits,University Audits
Rolling Chair,furniture-seating,2023/3/7,Office of University Audits,University Audits
Conference Table 10',furniture-tables,2023/3/9,Division of Public Safety,VC Admin and Operations
Dell Monitor P2417H,electronics-av,2023/3/9,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/3/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Latitude 5590,computing,2023/3/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Dell Monitor P2417H,electronics-av,2023/3/10,Anthropology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/3/10,Anthropology,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Stacking Chair,furniture-seating,2023/3/10,Housing Division,Auxiliary Units
Bookcase,furniture-storage,2023/3/13,Materials Research Lab,Grainger Engineering
VIEWSONIC MONITOR,electronics-av,2023/3/13,Bioengineering,Grainger Engineering
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88019,computing,2023/3/13,Bioengineering,Grainger Engineering
Apple iMac 27,computing,2023/3/13,Bioengineering,Grainger Engineering
Apple iMac 27,computing,2023/3/13,Bioengineering,Grainger Engineering
foldable bike,other,2023/3/13,Bioengineering,Grainger Engineering
Bookcase 5',furniture-storage,2023/3/13,Chemistry,Liberal Arts & Sciences
Table 60x30,furniture-tables,2023/3/13,Music,Fine & Applied Arts
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88023,computing,2023/3/15,Chemistry,Liberal Arts & Sciences
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74448,computing,2023/3/15,Chemistry,Liberal Arts & Sciences
MONITOR,electronics-av,2023/3/15,Chemistry,Liberal Arts & Sciences
MONITOR,electronics-av,2023/3/15,Chemistry,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2023/3/15,Chemistry,Liberal Arts & Sciences
HP Monitor,electronics-av,2023/3/15,Chemistry,Liberal Arts & Sciences
Dell Latitude 7280,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7040,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74446,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
3.3ghz Core i5-4590 8gb 1600mhz ddr3 256gb ssd  R64230,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell OptiPlex 7050,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7040,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
OPTIPLEX 9020,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Apple iMac,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
LENOVO,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Optiplex 7050,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Monitor P2417H,electronics-av,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Samsung S24E450D Monitor,electronics-av,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
DELL OPTIPLEX 7460,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88017,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 7480,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell Latitude 7490,computing,2023/3/15,Siebel School Comp & Data Sci,Grainger Engineering
Dell monitor,electronics-av,2023/3/15,English,Liberal Arts & Sciences
Apple iPad A1566,computing,2023/3/15,Aerospace Engineering,Grainger Engineering
Chair,furniture-seating,2023/3/15,"Educ Policy, Orgzn & Leadrshp",Education
Chair,furniture-seating,2023/3/15,"Educ Policy, Orgzn & Leadrshp",Education
Table,furniture-tables,2023/3/15,"Educ Policy, Orgzn & Leadrshp",Education
Apple iPad,computing,2023/3/15,Architecture,Fine & Applied Arts
ViewSonic Monitor,electronics-av,2023/3/15,Architecture,Fine & Applied Arts
Rolling Chair,furniture-seating,2023/3/15,Comparative Biosciences,Veterinary Medicine
Dell P2314Hc Monitor,electronics-av,2023/3/15,Comparative Biosciences,Veterinary Medicine
MacBook Pro A1398,computing,2023/3/15,Mechanical Sci & Engineering,Grainger Engineering
Apple iPad A1474,computing,2023/3/15,Mechanical Sci & Engineering,Grainger Engineering
Dell 924 Printer,computing,2023/3/16,Fire Service Institute,Public Safety
Dell 924 Printer,computing,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Dell monitor,electronics-av,2023/3/16,Fire Service Institute,Public Safety
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88025,computing,2023/3/16,Fire Service Institute,Public Safety
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88038,computing,2023/3/16,Fire Service Institute,Public Safety
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74436,computing,2023/3/16,Fire Service Institute,Public Safety
Optiplex 7040,computing,2023/3/16,Fire Service Institute,Public Safety
Optiplex 7040,computing,2023/3/16,Fire Service Institute,Public Safety
Toshiba 55G310U television,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Chair,furniture-seating,2023/3/16,Fire Service Institute,Public Safety
Dell Optiplex 3040,computing,2023/3/16,Fire Service Institute,Public Safety
Dell Monitor P2417H,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Dell U2412Mb Monitor,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Dell P2213t Monitor,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Dell U2312HMt Monitor,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Dell U2412Mb Monitor,electronics-av,2023/3/16,Fire Service Institute,Public Safety
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Rolling Chair,furniture-seating,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
Table 60x30,furniture-tables,2023/3/16,Micro and Nanotechnology Lab,Grainger Engineering
