Description,Item Category,Date of Retrieval,Department Name,College Name
DELL OPTIPLEX 7450,computing,2023/1/9,Cell & Developmental Biology,Liberal Arts & Sciences
Dell Optiplex 9020,computing,2023/1/9,Aerospace Engineering,Grainger Engineering
Round Table 30,furniture-tables,2023/1/9,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/1/9,Aerospace Engineering,Grainger Engineering
HP Compaq Elite 8300,computing,2023/1/9,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/1/9,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/1/9,Aerospace Engineering,Grainger Engineering
Leonvo Thinkpad T470,computing,2023/1/9,IL State Water Survey,OVCRI Institutes
Dell P2212Hb Monitor,electronics-av,2023/1/9,IL State Water Survey,OVCRI Institutes
"Table, Folding 5'",furniture-tables,2023/1/9,Crop Sciences,"Agr, Consumer & Env Sciences"
Folding Table 7',furniture-tables,2023/1/9,Crop Sciences,"Agr, Consumer & Env Sciences"
Folding Table,furniture-tables,2023/1/9,Crop Sciences,"Agr, Consumer & Env Sciences"
Bookcase,furniture-storage,2023/1/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Bookcase,furniture-storage,2023/1/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Bookcase,furniture-storage,2023/1/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Storage Cabinet 67x30x24,furniture-storage,2023/1/9,"Nuclear, Plasma, & Rad Engr",Grainger Engineering
Apple iPad A1474,computing,2023/1/10,OVCRI Admin,VC for Research and Innovation
Stacking Chair,furniture-seating,2023/1/10,Chemistry,Liberal Arts & Sciences
Stacking Chair,furniture-seating,2023/1/10,Chemistry,Liberal Arts & Sciences
Chair,furniture-seating,2023/1/10,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
2 drawer lateral cabinet,furniture-storage,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
2 drawer lateral cabinet,furniture-storage,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
2 drawer lateral cabinet,furniture-storage,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/10,Agr & Consumer Economics,"Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2023/1/12,Institute for Genomic Biology,OVCRI Institutes
Apple iMac Z0TOP Retina 5k,computing,2023/1/12,Pathobiology,Veterinary Medicine
Wood Desk 6'x3',furniture-tables,2023/1/12,Intercollegiate Athletics,Div Intercollegiate Athletics
Table 30x30,furniture-tables,2023/1/12,Intercollegiate Athletics,Div Intercollegiate Athletics
Dell Monitor,electronics-av,2023/1/12,Entomology,Liberal Arts & Sciences
File Cabinet Rolling,furniture-storage,2023/1/12,IL Natural History Survey,OVCRI Institutes
Table 60x24,furniture-tables,2023/1/12,IL Natural History Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2023/1/12,IL State Archaeological Survey,OVCRI Institutes
Rolling Chair,furniture-seating,2023/1/12,IL State Archaeological Survey,OVCRI Institutes
File Cabinet Rolling,furniture-storage,2023/1/12,IL State Archaeological Survey,OVCRI Institutes
rolling cabinet,furniture-storage,2023/1/12,IL State Archaeological Survey,OVCRI Institutes
Dell P2411Hb Monitor,electronics-av,2023/1/12,Aerospace Engineering,Grainger Engineering
Dell ST2420Lb Monitor,electronics-av,2023/1/12,Aerospace Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/1/12,Gender and Women's Studies,Liberal Arts & Sciences
Apple iMac 27,computing,2023/1/12,"Educ Policy, Orgzn & Leadrshp",Education
Table 6' Wood,furniture-tables,2023/1/12,"Educ Policy, Orgzn & Leadrshp",Education
Apple iMac 27,computing,2023/1/12,Comparative & World Literature,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/1/12,Comparative Biosciences,Veterinary Medicine
Rolling Chair,furniture-seating,2023/1/12,Comparative Biosciences,Veterinary Medicine
Rolling Chair,furniture-seating,2023/1/12,Comparative Biosciences,Veterinary Medicine
Rolling Chair,furniture-seating,2023/1/12,Comparative Biosciences,Veterinary Medicine
Desk 42x24,furniture-tables,2023/1/12,Comparative Biosciences,Veterinary Medicine
Dell Latitude E7470,computing,2023/1/12,Comparative Biosciences,Veterinary Medicine
Apple MacBook Pro A1398,computing,2023/1/12,Comparative Biosciences,Veterinary Medicine
Apple iMac 27,computing,2023/1/19,Pathobiology,Veterinary Medicine
Apple iMac 27,computing,2023/1/19,Pathobiology,Veterinary Medicine
Dell Latitude E6440,computing,2023/1/19,Enrollment Mgmt Shared Svcs,Provost & Executive VC
Dell Latitude E7440,computing,2023/1/19,Enrollment Mgmt Shared Svcs,Provost & Executive VC
refrigerator,major-appliances,2023/1/19,Enrollment Mgmt Shared Svcs,Provost & Executive VC
Dell Monitor,electronics-av,2023/1/19,Entomology,Liberal Arts & Sciences
Bookcase,furniture-storage,2023/1/19,Special Education,Education
Bookcase,furniture-storage,2023/1/19,Special Education,Education
3 Drawer Lateral Cabinet,furniture-storage,2023/1/19,Special Education,Education
3 Drawer Lateral Cabinet,furniture-storage,2023/1/19,Special Education,Education
Stacking Chair,furniture-seating,2023/1/19,Speech & Hearing Science,Applied Health Sciences
Stacking Chair,furniture-seating,2023/1/19,Speech & Hearing Science,Applied Health Sciences
Rolling Chair,furniture-seating,2023/1/19,Speech & Hearing Science,Applied Health Sciences
wood chair,furniture-seating,2023/1/19,Architecture,Fine & Applied Arts
Dell Monitor,electronics-av,2023/1/19,Architecture,Fine & Applied Arts
Dell Monitor,electronics-av,2023/1/19,Architecture,Fine & Applied Arts
Dell Monitor,electronics-av,2023/1/19,Architecture,Fine & Applied Arts
Table 60x30,furniture-tables,2023/1/20,Anthropology,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/1/20,Plant Biology,Liberal Arts & Sciences
Table 60x30,furniture-tables,2023/1/20,"Educ Policy, Orgzn & Leadrshp",Education
SAMSSUNG MONITOR,electronics-av,2023/1/20,Microbiology,Liberal Arts & Sciences
Dell Latitude E7470,computing,2023/1/23,Chemistry,Liberal Arts & Sciences
Dell Latitude 5580,computing,2023/1/23,Chemistry,Liberal Arts & Sciences
Dell Latitude 7480,computing,2023/1/23,Chemistry,Liberal Arts & Sciences
monitor,electronics-av,2023/1/23,Chemistry,Liberal Arts & Sciences
monitor,electronics-av,2023/1/23,Biochemistry,Liberal Arts & Sciences
Dell 2007WFPb monitor,electronics-av,2023/1/23,Krannert Art Museum,Fine & Applied Arts
Dell Monitor,electronics-av,2023/1/23,Educational Psychology,Education
Asus Monitor  VE247,electronics-av,2023/1/23,Comparative Biosciences,Veterinary Medicine
Dell Monitor,electronics-av,2023/1/23,Comparative Biosciences,Veterinary Medicine
monitor,electronics-av,2023/1/23,Business Administration,Gies College of Business
monitor,electronics-av,2023/1/23,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/23,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/23,Business Administration,Gies College of Business
monitor,electronics-av,2023/1/23,Business Administration,Gies College of Business
Dell monitor,electronics-av,2023/1/23,Business Administration,Gies College of Business
Dell Latitude 7480,computing,2023/1/23,Mechanical Sci & Engineering,Grainger Engineering
monitor,electronics-av,2023/1/23,Mechanical Sci & Engineering,Grainger Engineering
monitor,electronics-av,2023/1/23,Materials Science & Engineerng,Grainger Engineering
Dell OptiPlex 7050MT,computing,2023/1/23,Materials Science & Engineerng,Grainger Engineering
Dell monitor,electronics-av,2023/1/23,Materials Science & Engineerng,Grainger Engineering
Dell monitor,electronics-av,2023/1/23,Materials Science & Engineerng,Grainger Engineering
DELL OPTIPLEX 7460,computing,2023/1/23,Neuroscience Program,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2023/1/24,Chemistry,Liberal Arts & Sciences
Dell monitor,electronics-av,2023/1/24,Chemistry,Liberal Arts & Sciences
Table 36x30,furniture-tables,2023/1/24,Biotechnology Center,VC for Research and Innovation
Table 36x30,furniture-tables,2023/1/24,Biotechnology Center,VC for Research and Innovation
Chair,furniture-seating,2023/1/24,Biotechnology Center,VC for Research and Innovation
Chair,furniture-seating,2023/1/24,Biotechnology Center,VC for Research and Innovation
Chair,furniture-seating,2023/1/24,Biotechnology Center,VC for Research and Innovation
enclosed whiteboard,decor-accessories,2023/1/24,Biotechnology Center,VC for Research and Innovation
Stacking Chair,furniture-seating,2023/1/24,McKinley Health Center,Auxiliary Units
Table 60x30,furniture-tables,2023/1/24,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/24,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/24,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/24,Business Administration,Gies College of Business
Rolling Chair,furniture-seating,2023/1/24,Business Administration,Gies College of Business
Dell OptiPlex 7040,computing,2023/1/24,Mechanical Sci & Engineering,Grainger Engineering
monitor,electronics-av,2023/1/24,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2023/1/24,Mechanical Sci & Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/1/24,Mechanical Sci & Engineering,Grainger Engineering
monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Dell monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Dell monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Dell monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Dell monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Dell monitor,electronics-av,2023/1/25,Beckman Institute,OVCRI Institutes
Apple iMac 27,computing,2023/1/25,Comparative Biosciences,Veterinary Medicine
Table 60x30,furniture-tables,2023/1/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/27,Cooperative Extension,"Agr, Consumer & Env Sciences"
monitor,electronics-av,2023/1/27,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
monitor,electronics-av,2023/1/27,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88021,computing,2023/1/27,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R88060,computing,2023/1/27,Agricultural & Biological Engr,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/1/30,Bioengineering,Grainger Engineering
2 drawer lateral cabinet,furniture-storage,2023/1/31,Fire Service Institute,Public Safety
Dell Optiplex 7040,computing,2023/1/31,Bioengineering,Grainger Engineering
DELL OptiPlex 7050 MT,computing,2023/1/31,Entomology,Liberal Arts & Sciences
Dell Optiplex 7040 16gb ddr4,computing,2023/1/31,Entomology,Liberal Arts & Sciences
Dell Optiplex 7040,computing,2023/1/31,Entomology,Liberal Arts & Sciences
Dell Monitor,electronics-av,2023/1/31,Chemistry,Liberal Arts & Sciences
Dell Monitor,electronics-av,2023/1/31,Chemistry,Liberal Arts & Sciences
Chair,furniture-seating,2023/1/31,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/1/31,Chemistry,Liberal Arts & Sciences
Rolling Chair,furniture-seating,2023/1/31,Chemistry,Liberal Arts & Sciences
Epson Projector,electronics-av,2023/1/31,Applied Research Institute,Grainger Engineering
Rolling Chair,furniture-seating,2023/1/31,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
Dell Monitor,electronics-av,2023/1/31,"Agr, Consumer & Env Sci Admn","Agr, Consumer & Env Sciences"
"LG 42"" LED display TV    ",electronics-av,2023/1/31,Vet Clinical Medicine,Veterinary Medicine
Apple iPad A1458,computing,2023/1/31,Vet Clinical Medicine,Veterinary Medicine
Dell Opiplex 9020,computing,2023/1/31,Aerospace Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/1/31,Aerospace Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2023/1/31,Aerospace Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/1/31,Aerospace Engineering,Grainger Engineering
Wood 4 drawer lateral cabinet,furniture-storage,2023/1/31,Division of Public Safety,VC Admin and Operations
Chair,furniture-seating,2023/1/31,Applied Health Sciences Admin,Applied Health Sciences
Chair,furniture-seating,2023/1/31,Applied Health Sciences Admin,Applied Health Sciences
Dell monitor,electronics-av,2023/1/31,Applied Health Sciences Admin,Applied Health Sciences
Dell Opiplex 9020,computing,2023/1/31,Comparative Biosciences,Veterinary Medicine
Dell monitor,electronics-av,2023/1/31,Comparative Biosciences,Veterinary Medicine
Dell monitor,electronics-av,2023/1/31,Comparative Biosciences,Veterinary Medicine
Rolling Chair,furniture-seating,2023/1/31,Natural Res & Env Sci,"Agr, Consumer & Env Sciences"
Dell Latitude 7280,computing,2023/1/31,Mechanical Sci & Engineering,Grainger Engineering
Dell OptiPlex 7050,computing,2023/1/31,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude 5490,computing,2023/1/31,Mechanical Sci & Engineering,Grainger Engineering
Dell P2417Hc Monitor,electronics-av,2023/2/1,IPM Administration,College of Media
Dell Latitude 5590,computing,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell P2314Ht Monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell U2312HMt Monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040 16gb,computing,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/1,Mechanical Sci & Engineering,Grainger Engineering
Black 5-Drawer File Cabinet,furniture-storage,2023/2/2,OVCRI Admin,VC for Research and Innovation
Table 6'x30,furniture-tables,2023/2/2,OVCRI Admin,VC for Research and Innovation
Wood Bookcase 6',furniture-storage,2023/2/2,OVCRI Admin,VC for Research and Innovation
Wood Bookcase 6',furniture-storage,2023/2/2,OVCRI Admin,VC for Research and Innovation
Storage Cabinet 66x24x24,furniture-storage,2023/2/2,OVCRI Admin,VC for Research and Innovation
Storage Cabinet 66x24x24,furniture-storage,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/2,OVCRI Admin,VC for Research and Innovation
Bookcase Wood 6',furniture-storage,2023/2/2,IL Natural History Survey,OVCRI Institutes
Samsung Monitor,electronics-av,2023/2/2,Siebel School Comp & Data Sci,Grainger Engineering
ASUS MONITOR,electronics-av,2023/2/2,Siebel School Comp & Data Sci,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/2,School of Chemical Sciences,Liberal Arts & Sciences
2 drawer file cabinet,furniture-storage,2023/2/2,School of Chemical Sciences,Liberal Arts & Sciences
Table 48x30,furniture-tables,2023/2/2,Aerospace Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/2,Aerospace Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/2,Aerospace Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/2,Aerospace Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/2/2,Mechanical Sci & Engineering,Grainger Engineering
Table 4'x2',furniture-tables,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Stacking Chair,furniture-seating,2023/2/2,OTM Urbana-Champaign,Vice Pres Econ Dev and Innov
Table 6'x3',furniture-tables,2023/2/6,Comparative Biosciences,Veterinary Medicine
Bookcase,furniture-storage,2023/2/7,Siebel Center for Design,Grainger Engineering
Chair,furniture-seating,2023/2/7,Cooperative Extension,"Agr, Consumer & Env Sciences"
monitor,electronics-av,2023/2/7,Cooperative Extension,"Agr, Consumer & Env Sciences"
monitor,electronics-av,2023/2/7,Cooperative Extension,"Agr, Consumer & Env Sciences"
monitor,electronics-av,2023/2/7,Cooperative Extension,"Agr, Consumer & Env Sciences"
Dell P2417H Monitor,electronics-av,2023/2/7,Aerospace Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/7,Aerospace Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/7,Aerospace Engineering,Grainger Engineering
Dell P2312Ht Monitor,electronics-av,2023/2/7,Educational Psychology,Education
Dell 1908WFPf Monitor,electronics-av,2023/2/7,Educational Psychology,Education
Dell P2210t Monitor,electronics-av,2023/2/7,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Dell Monitor,electronics-av,2023/2/7,Chemical & Biomolecular Engr,Liberal Arts & Sciences
Black VariDesk,furniture-tables,2023/2/7,Office of the Registrar,Provost & Executive VC
MacBook Air A1466,computing,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell U2412Mc Monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E5570,computing,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7040,computing,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell Latitude E7470,computing,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell U2312HMt Monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
HP Z231 MONITOR,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Viewsonic Monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74461,computing,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Dell U2211Ht Monitor,electronics-av,2023/2/7,Mechanical Sci & Engineering,Grainger Engineering
Desk 60x30,furniture-tables,2023/2/8,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2023/2/8,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2023/2/8,Pathobiology,Veterinary Medicine
Chair,furniture-seating,2023/2/8,Pathobiology,Veterinary Medicine
Round Table 4' rolling  ,furniture-tables,2023/2/8,History,Liberal Arts & Sciences
Wood Chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
Wood Chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
Wood Chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
wood chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
Chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
Chair,furniture-seating,2023/2/8,History,Liberal Arts & Sciences
Table 48x27,furniture-tables,2023/2/8,Biotechnology Center,VC for Research and Innovation
Rolling Chair,furniture-seating,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Dell U2312HMt Monitor,electronics-av,2023/2/8,Biotechnology Center,VC for Research and Innovation
Table 60x30,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 60x30,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 48x30,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Storage Cabinet 30x36x24,furniture-storage,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 60x30,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 30 x 54,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 30 x 60,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Desk 30 x 60,furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling Chair,furniture-seating,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Table Rolling 5'x2',furniture-tables,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Sharp Microwave,major-appliances,2023/2/8,Animal Sciences,"Agr, Consumer & Env Sciences"
Dell Latitude E5570,computing,2023/2/8,Aerospace Engineering,Grainger Engineering
MacBook Air A1466,computing,2023/2/8,Aerospace Engineering,Grainger Engineering
Rolling Chair,furniture-seating,2023/2/8,Architecture,Fine & Applied Arts
Storage Cabinet 78x36x18,furniture-storage,2023/2/8,Facility Scheduling Logistics,VC Admin and Operations
Chair,furniture-seating,2023/2/8,Mechanical Sci & Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/8,Mechanical Sci & Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/8,Mechanical Sci & Engineering,Grainger Engineering
Chair,furniture-seating,2023/2/8,Mechanical Sci & Engineering,Grainger Engineering
Dell Optiplex 7070,computing,2023/2/10,Siebel Center for Design,Grainger Engineering
2 drawer file cabinet,furniture-storage,2023/2/13,Materials Research Lab,Grainger Engineering
Christie Projector with Lens,electronics-av,2023/2/13,Siebel School Comp & Data Sci,Grainger Engineering
MONITOR,electronics-av,2023/2/13,UIUC Purchasing CMO,Provost & Executive VC
Apple iPad A1458,computing,2023/2/13,Office of the Chancellor,Chancellor
LENOVO,computing,2023/2/13,Mechanical Sci & Engineering,Grainger Engineering
LENOVO,computing,2023/2/13,Mechanical Sci & Engineering,Grainger Engineering
Refrigeratorfreezer,major-appliances,2023/2/15,Animal Sciences,"Agr, Consumer & Env Sciences"
Table 36x30,furniture-tables,2023/2/15,Animal Sciences,"Agr, Consumer & Env Sciences"
Rolling File Cabinet,furniture-storage,2023/2/16,Housing Division,Auxiliary Units
MacBook Pro A1502,computing,2023/2/16,Pathobiology,Veterinary Medicine
Table 60x30,furniture-tables,2023/2/16,Psychology,Liberal Arts & Sciences
Dell OptiPlex 7440 AIO,computing,2023/2/16,Bioengineering,Grainger Engineering
Dell Optiplex 7440 AIO,computing,2023/2/16,Bioengineering,Grainger Engineering
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
Storage Cabinet 66x24x24,furniture-storage,2023/2/16,IL Natural History Survey,OVCRI Institutes
3862819-Microsoft Surface Pro 4 12 3 Core i5 6300U,computing,2023/2/16,Beckman Institute,OVCRI Institutes
3.4ghz Core i7-6700 16gb 2133mhz ddr4 256gb ssd  R74444,computing,2023/2/16,Beckman Institute,OVCRI Institutes
Dell Latitude 5490,computing,2023/2/16,Beckman Institute,OVCRI Institutes
Dell Optiplex 9020,computing,2023/2/16,Beckman Institute,OVCRI Institutes
Dell Latitude E7470,computing,2023/2/16,Beckman Institute,OVCRI Institutes
